date,prompt_version,episode_index,step_index,topology_name,load_regime,qot_pressure_regime,services_processed,winner_heuristic,winner_proposed_by,winner_raw_action,winner_decoded_path_nodes,winner_modulation_name,winner_initial_slot,winner_slot_end_exclusive,winner_path_hops,winner_path_length_km,judge_called,winner_confidence,decisive_signals_summary,agrees_with_baseline,fallback_reason,judge_error_message,post_status,post_accepted,post_reward,episode_service_blocking_rate,episode_bit_rate_blocking_rate,episode_disrupted_services_rate
21-03,v2_blocking_risk_compact_payload,1,256,Nobel Europe backbone,light,tight,256,random,random,721,Copenhagen->Oslo,BPSK,81,82,1,472.747,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.9359203122261293,0.038910505836575876,0.11458034947006589,0.0
21-03,v2_blocking_risk_compact_payload,1,257,Nobel Europe backbone,light,tight,257,load_balancing,load_balancing,4220,Strasbourg->Frankfurt->Munich->Vienna->Prague->Berlin->Warsaw,QPSK,60,62,6,1897.272,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,0.9349994699160258,0.03875968992248062,0.11444921316165951,0.0
21-03,v2_blocking_risk_compact_payload,1,258,Nobel Europe backbone,light,tight,258,random,random,449,Barcelona->Lyon->Zurich->Milan->Munich->Vienna->Prague,QPSK,129,133,6,2059.777,True,0.85,qot_safety:first_fit(high) | fragmentation:random(high),False,none,,accepted,True,1.0091747133263076,0.03861003861003861,0.11412268188302425,0.0
21-03,v2_blocking_risk_compact_payload,1,259,Nobel Europe backbone,light,tight,259,load_balancing,load_balancing,3512,Lyon->Zurich->Strasbourg->Frankfurt->Munich->Berlin->Warsaw,QPSK,312,314,6,2002.056,True,0.75,qot_safety:first_fit(high) | fragmentation:load_balancing(high),True,none,,accepted,True,0.9835276345411936,0.038461538461538464,0.1139925904816187,0.0
21-03,v2_blocking_risk_compact_payload,1,260,Nobel Europe backbone,light,tight,260,random,random,867,Brussels->Amsterdam->Glasgow,BPSK,227,228,2,868.247,True,0.85,qot_safety:random(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.9156239889267213,0.038314176245210725,0.11396011396011396,0.0
21-03,v2_blocking_risk_compact_payload,1,261,Nobel Europe backbone,light,tight,261,first_fit,first_fit|load_balancing,113,Hamburg->Berlin->Prague,16QAM,113,121,2,506.443,True,0.85,qot_safety:random(high) | fragmentation:first_fit(high),False,none,,accepted,True,0.9869950850804646,0.03816793893129771,0.11267605633802817,0.0
21-03,v2_blocking_risk_compact_payload,1,262,Nobel Europe backbone,light,tight,262,random,random,1705,London->Paris->Lyon->Zurich,BPSK,105,109,3,1089.5929999999998,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.9817791004975638,0.03802281368821293,0.11254924029262803,0.0
21-03,v2_blocking_risk_compact_payload,1,263,Nobel Europe backbone,light,tight,263,first_fit,first_fit|load_balancing,18,Glasgow->Dublin->London,8QAM,18,29,2,751.575,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),True,none,,accepted,True,0.9578542985022069,0.03787878787878788,0.11129660545353366,0.0
21-03,v2_blocking_risk_compact_payload,1,264,Nobel Europe backbone,light,tight,264,random,random,732,Lyon->Paris,BPSK,92,93,1,384.113,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.9384614847305542,0.03773584905660377,0.11126564673157163,0.0
21-03,v2_blocking_risk_compact_payload,1,265,Nobel Europe backbone,light,tight,265,load_balancing,load_balancing,2360,Dublin->London->Paris->Brussels->Frankfurt->Munich->Vienna->Zagreb,QPSK,120,124,7,2348.997,True,0.0,,True,"judge_error:RuntimeError:LLM judge failed after 3 attempts: list indices must be integers or slices, not str","LLM judge failed after 3 attempts: list indices must be integers or slices, not str",accepted,True,1.01375302473704,0.03759398496240601,0.11095700416088766,0.0
21-03,v2_blocking_risk_compact_payload,1,266,Nobel Europe backbone,light,tight,266,random,random,212,Rome->Zagreb->Vienna,8QAM,212,215,2,810.443,True,0.85,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,1.0012353720469402,0.03745318352059925,0.11065006915629322,0.0
21-03,v2_blocking_risk_compact_payload,1,267,Nobel Europe backbone,light,tight,267,load_balancing,load_balancing,2240,Copenhagen->Oslo->Stockholm->Warsaw,QPSK,0,4,3,1704.192,True,0.85,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,1.0261282573143642,0.03731343283582089,0.1103448275862069,0.0
21-03,v2_blocking_risk_compact_payload,1,268,Nobel Europe backbone,light,tight,268,random,random,1864,Prague->Budapest->Belgrade->Zagreb,BPSK,264,265,3,1177.71,True,0.6,qot_safety:random(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.9374816976192719,0.03717472118959108,0.11031439602868175,0.0
21-03,v2_blocking_risk_compact_payload,1,269,Nobel Europe backbone,light,tight,269,load_balancing,load_balancing,2447,Copenhagen->Berlin->Prague->Vienna->Munich->Milan,QPSK,207,211,5,1585.337,True,0.85,qot_safety:random(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,1.0079955259958904,0.037037037037037035,0.11001100110011001,0.0
21-03,v2_blocking_risk_compact_payload,1,270,Nobel Europe backbone,light,tight,270,first_fit,first_fit,325,Munich->Berlin->Copenhagen->Oslo,QPSK,5,7,3,1312.663,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),True,none,,accepted,True,0.9831112543741862,0.03690036900369004,0.10989010989010989,0.0
21-03,v2_blocking_risk_compact_payload,1,271,Nobel Europe backbone,light,tight,271,random,random,4707,Glasgow->Dublin->London->Amsterdam->Hamburg->Berlin->Prague->Vienna->Zagreb,BPSK,227,231,8,2533.556,True,0.85,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.9691214521725974,0.03676470588235294,0.10976948408342481,0.0
21-03,v2_blocking_risk_compact_payload,1,272,Nobel Europe backbone,light,tight,272,load_balancing,load_balancing,3295,Lyon->Zurich->Strasbourg->Frankfurt->Munich->Berlin->Copenhagen->Oslo,QPSK,95,97,7,2321.54,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(high),False,none,,accepted,True,0.9073539654413859,0.03663003663003663,0.10964912280701754,0.0
21-03,v2_blocking_risk_compact_payload,1,273,Nobel Europe backbone,light,tight,273,first_fit,first_fit|load_balancing,408,Oslo->Copenhagen->Berlin->Prague->Vienna->Zagreb->Rome,QPSK,88,90,6,2152.478,True,0.6,qot_safety:random(high) | fragmentation:first_fit(high),True,none,,accepted,True,0.9483692089716593,0.0364963503649635,0.10952902519167579,0.0
21-03,v2_blocking_risk_compact_payload,1,274,Nobel Europe backbone,light,tight,274,first_fit,first_fit|load_balancing,635,Oslo->Copenhagen->Berlin->Hamburg->Frankfurt->Strasbourg->Zurich,QPSK,315,316,6,1790.006,True,0.6,qot_safety:random(high) | fragmentation:first_fit(high),True,none,,accepted,True,0.821403554889063,0.03636363636363636,0.10949904188338352,0.0
21-03,v2_blocking_risk_compact_payload,1,275,Nobel Europe backbone,light,tight,275,first_fit,first_fit,320,Brussels->Amsterdam->Hamburg->Berlin->Warsaw,QPSK,0,2,4,1328.312,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),True,none,,accepted,True,0.9753905038038889,0.036231884057971016,0.10937927262783702,0.0
21-03,v2_blocking_risk_compact_payload,1,276,Nobel Europe backbone,light,tight,276,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.039711191335740074,0.1190154179064106,0.0
21-03,v2_blocking_risk_compact_payload,1,277,Nobel Europe backbone,light,tight,277,first_fit,first_fit,623,Berlin->Hamburg->Amsterdam->Glasgow,QPSK,303,304,3,1310.748,True,0.85,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.8554387907187144,0.039568345323741004,0.11898323418063818,0.0
21-03,v2_blocking_risk_compact_payload,1,278,Nobel Europe backbone,light,tight,278,load_balancing,load_balancing,3334,London->Amsterdam->Brussels->Frankfurt->Munich->Vienna->Prague,QPSK,134,138,6,1751.6740000000002,True,0.85,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,1.0080509583155315,0.03942652329749104,0.1186623516720604,0.0
21-03,v2_blocking_risk_compact_payload,1,279,Nobel Europe backbone,light,tight,279,first_fit,first_fit|load_balancing,30,Paris->Strasbourg->Zurich,8QAM,30,41,2,529.317,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),True,none,,accepted,True,1.030860160291195,0.039285714285714285,0.11739594450373532,0.0
21-03,v2_blocking_risk_compact_payload,1,280,Nobel Europe backbone,light,tight,280,random,random,434,Barcelona->Madrid->Bordeaux,QPSK,114,118,2,1011.729,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,1.0080840748750295,0.03914590747330961,0.11708355508249069,0.0
21-03,v2_blocking_risk_compact_payload,1,281,Nobel Europe backbone,light,tight,281,random,random,1477,Berlin->Munich->Milan->Zurich,QPSK,197,199,3,1067.91,True,0.85,qot_safety:random(high) | fragmentation:first_fit(medium),False,none,,accepted,True,0.9758022413604581,0.03900709219858156,0.11695906432748537,0.0
21-03,v2_blocking_risk_compact_payload,1,282,Nobel Europe backbone,light,tight,282,random,random,4795,Amsterdam->Brussels->Frankfurt->Munich->Milan->Rome->Athens,BPSK,315,316,6,2694.491,True,0.6,qot_safety:first_fit(high) | fragmentation:random(medium),False,none,,accepted,True,0.8018398245175681,0.038869257950530034,0.11692798299229339,0.0
21-03,v2_blocking_risk_compact_payload,1,283,Nobel Europe backbone,light,tight,283,random,random,788,Glasgow->Amsterdam->Hamburg->Berlin->Copenhagen->Oslo->Stockholm,BPSK,148,152,6,2564.357,True,0.85,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.9673671444257101,0.03873239436619718,0.11680382267056012,0.0
21-03,v2_blocking_risk_compact_payload,1,284,Nobel Europe backbone,light,tight,284,random,random,1863,London->Amsterdam->Brussels->Frankfurt->Munich->Vienna,BPSK,263,267,5,1494.7910000000002,True,0.6,qot_safety:random(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,0.9802450795968375,0.03859649122807018,0.11667992574913816,0.0
21-03,v2_blocking_risk_compact_payload,1,285,Nobel Europe backbone,light,tight,285,load_balancing,load_balancing|random,2338,Stockholm->Oslo->Copenhagen->Berlin->Munich->Milan->Zurich,QPSK,98,102,6,2321.5190000000002,True,0.85,qot_safety:first_fit(high) | load_balance:load_balancing(high),True,none,,accepted,True,1.008031398203845,0.038461538461538464,0.11637133033588998,0.0
21-03,v2_blocking_risk_compact_payload,1,286,Nobel Europe backbone,light,tight,286,load_balancing,load_balancing,1442,Amsterdam->London->Paris->Bordeaux,QPSK,162,178,3,1166.928,True,0.0,,True,"judge_error:RuntimeError:LLM judge failed after 3 attempts: list indices must be integers or slices, not str","LLM judge failed after 3 attempts: list indices must be integers or slices, not str",accepted,True,1.059022107149164,0.03832752613240418,0.11515310128238682,0.0
21-03,v2_blocking_risk_compact_payload,1,287,Nobel Europe backbone,light,tight,287,random,random,533,Stockholm->Oslo->Copenhagen->Berlin->Hamburg->Frankfurt->Strasbourg,QPSK,213,215,6,2079.646,True,0.6,qot_safety:random(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.9531576911608378,0.03819444444444445,0.11503267973856209,0.0
21-03,v2_blocking_risk_compact_payload,1,288,Nobel Europe backbone,light,tight,288,random,random,3712,Strasbourg->Frankfurt->Munich->Berlin->Prague->Vienna,BPSK,192,196,5,1521.983,True,0.85,qot_safety:random(high) | fragmentation:first_fit(medium),False,none,,accepted,True,0.9766099472840628,0.03806228373702422,0.11491250979367981,0.0
21-03,v2_blocking_risk_compact_payload,1,289,Nobel Europe backbone,light,tight,289,random,random,2511,Glasgow->Amsterdam->Brussels->Frankfurt->Hamburg,QPSK,271,272,4,1548.3600000000001,True,0.6,qot_safety:first_fit(high) | fragmentation:random(high),True,none,,accepted,True,0.8449454956191281,0.03793103448275862,0.11488250652741515,0.0
21-03,v2_blocking_risk_compact_payload,1,290,Nobel Europe backbone,light,tight,290,random,random,1338,Paris->Lyon->Zurich,QPSK,58,74,2,739.277,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,1.0589457083322729,0.037800687285223365,0.11369509043927649,0.0
21-03,v2_blocking_risk_compact_payload,1,291,Nobel Europe backbone,light,tight,291,first_fit,first_fit,332,Brussels->Frankfurt->Munich->Vienna->Zagreb,QPSK,12,14,4,1270.207,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),True,none,,accepted,True,0.9818207601706187,0.03767123287671233,0.11357769747031492,0.0
21-03,v2_blocking_risk_compact_payload,1,292,Nobel Europe backbone,light,tight,292,random,random,1583,London->Amsterdam->Brussels->Frankfurt->Munich->Vienna->Zagreb,QPSK,303,307,6,1792.4510000000002,True,0.85,qot_safety:random(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,1.012702570358912,0.03754266211604096,0.11328527291452112,0.0
21-03,v2_blocking_risk_compact_payload,1,293,Nobel Europe backbone,light,tight,293,random,random,684,Amsterdam->Hamburg->Berlin->Warsaw,BPSK,44,45,3,1136.894,True,0.6,qot_safety:random(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.8235196753016983,0.03741496598639456,0.11325611325611326,0.0
21-03,v2_blocking_risk_compact_payload,1,294,Nobel Europe backbone,light,tight,294,first_fit,first_fit,328,Glasgow->Amsterdam->Brussels->Frankfurt->Strasbourg,QPSK,8,9,4,1371.865,True,0.6,qot_safety:load_balancing(high) | fragmentation:first_fit(high),True,none,,accepted,True,0.8909646550814311,0.03728813559322034,0.11322696860524961,0.0
21-03,v2_blocking_risk_compact_payload,1,295,Nobel Europe backbone,light,tight,295,first_fit,first_fit,332,Copenhagen->Berlin->Warsaw,QPSK,12,13,2,852.687,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.905723879734675,0.037162162162162164,0.11319783895034731,0.0
21-03,v2_blocking_risk_compact_payload,1,296,Nobel Europe backbone,light,tight,296,first_fit,first_fit,330,Amsterdam->Brussels->Frankfurt->Strasbourg->Zurich,QPSK,10,11,4,836.5459999999999,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.9337176183859507,0.037037037037037035,0.11316872427983539,0.0
21-03,v2_blocking_risk_compact_payload,1,297,Nobel Europe backbone,light,tight,297,load_balancing,load_balancing,2303,Budapest->Prague->Vienna->Munich->Frankfurt->Hamburg,QPSK,63,67,5,1773.074,True,0.75,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,1.0092412034670513,0.03691275167785235,0.11287839917906618,0.0
21-03,v2_blocking_risk_compact_payload,1,298,Nobel Europe backbone,light,tight,298,load_balancing,load_balancing,2412,Dublin->Glasgow->Amsterdam->Brussels->Paris,QPSK,172,188,4,1418.0919999999999,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,1.042083907003204,0.03678929765886288,0.11173184357541899,0.0
21-03,v2_blocking_risk_compact_payload,1,299,Nobel Europe backbone,light,tight,299,first_fit,first_fit,340,Strasbourg->Frankfurt->Hamburg->Berlin->Warsaw,QPSK,20,22,4,1329.0120000000002,True,0.85,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,0.9763654748598735,0.03666666666666667,0.11161846778285134,0.0
21-03,v2_blocking_risk_compact_payload,1,300,Nobel Europe backbone,light,tight,300,first_fit,first_fit|load_balancing,334,Barcelona->Lyon->Paris,QPSK,14,30,2,891.6189999999999,True,0.95,qot_safety:first_fit(high) | fragmentation:random(medium),True,none,,accepted,True,1.0643647278348605,0.036544850498338874,0.11049723756906077,0.0
21-03,v2_blocking_risk_compact_payload,1,301,Nobel Europe backbone,light,tight,301,random,random,3586,Copenhagen->Berlin->Prague->Vienna->Munich->Frankfurt,BPSK,66,70,5,1541.113,True,0.85,qot_safety:random(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,0.9725449550229436,0.03642384105960265,0.11038635223281486,0.0
21-03,v2_blocking_risk_compact_payload,1,302,Nobel Europe backbone,light,tight,302,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.039603960396039604,0.11922503725782414,0.0
21-03,v2_blocking_risk_compact_payload,1,303,Nobel Europe backbone,light,tight,303,random,random,1735,Dublin->London->Paris->Lyon->Zurich->Milan,BPSK,135,139,5,1778.87,True,0.6,qot_safety:first_fit(high) | fragmentation:random(high),False,none,,accepted,True,0.9819326718648276,0.039473684210526314,0.11910669975186104,0.0
21-03,v2_blocking_risk_compact_payload,1,304,Nobel Europe backbone,light,tight,304,first_fit,first_fit,462,Madrid->Barcelona->Lyon->Zurich->Milan->Rome,QPSK,142,146,5,2051.7,True,0.85,qot_safety:first_fit(high) | load_balance:load_balancing(medium),True,none,,accepted,True,1.015297649304072,0.03934426229508197,0.1188118811881188,0.0
21-03,v2_blocking_risk_compact_payload,1,305,Nobel Europe backbone,light,tight,305,first_fit,first_fit|load_balancing|random,1512,Athens->Belgrade->Zagreb->Vienna->Munich->Frankfurt,QPSK,232,248,5,2165.472,False,0.0,,True,single_candidate,,accepted,True,0.9244614278773466,0.0392156862745098,0.11764705882352941,0.0
21-03,v2_blocking_risk_compact_payload,1,306,Nobel Europe backbone,light,tight,306,random,random,2833,Barcelona->Lyon->Paris->Brussels->Amsterdam->Hamburg->Berlin,BPSK,273,277,6,1980.328,True,0.6,qot_safety:random(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,0.968682094415029,0.03908794788273615,0.11753183153770813,0.0
21-03,v2_blocking_risk_compact_payload,1,307,Nobel Europe backbone,light,tight,307,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.04220779220779221,0.12609117361784675,0.0
21-03,v2_blocking_risk_compact_payload,1,308,Nobel Europe backbone,light,tight,308,first_fit,first_fit,343,Hamburg->Berlin->Copenhagen->Oslo->Stockholm,QPSK,23,27,4,1497.359,True,0.85,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),False,none,,accepted,True,1.003925762573878,0.042071197411003236,0.12578616352201258,0.0
21-03,v2_blocking_risk_compact_payload,1,309,Nobel Europe backbone,light,tight,309,load_balancing,load_balancing,4373,Berlin->Prague->Vienna->Munich->Frankfurt->Brussels,QPSK,213,217,5,1492.123,True,0.85,qot_safety:first_fit(high) | fragmentation:load_balancing(high),True,none,,accepted,True,1.011374447743098,0.041935483870967745,0.12548262548262548,0.0
21-03,v2_blocking_risk_compact_payload,1,310,Nobel Europe backbone,light,tight,310,random,random,4632,London->Paris->Lyon->Zurich->Strasbourg,BPSK,152,160,4,1231.1029999999998,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,1.0167585720618566,0.04180064308681672,0.12518054886856042,0.0
21-03,v2_blocking_risk_compact_payload,1,311,Nobel Europe backbone,light,tight,311,load_balancing,load_balancing,3266,Vienna->Zagreb->Belgrade->Budapest->Warsaw,QPSK,66,70,4,1561.5140000000001,True,0.85,qot_safety:load_balancing(high) | fragmentation:random(medium),True,none,,accepted,True,1.0111473778883615,0.041666666666666664,0.12487992315081652,0.0
21-03,v2_blocking_risk_compact_payload,1,312,Nobel Europe backbone,light,tight,312,load_balancing,load_balancing,3203,Dublin->Glasgow->Amsterdam->Brussels->Frankfurt,QPSK,3,7,4,1455.4419999999998,True,0.85,qot_safety:first_fit(high) | fragmentation:load_balancing(high) | load_balance:load_balancing(medium),False,none,,accepted,True,1.0112686196962992,0.04153354632587859,0.12458073790129372,0.0
21-03,v2_blocking_risk_compact_payload,1,313,Nobel Europe backbone,light,tight,313,first_fit,first_fit|load_balancing,1407,Budapest->Warsaw->Berlin->Copenhagen,QPSK,127,143,3,1403.806,True,0.85,fragmentation:random(high),True,none,,accepted,True,1.022917856524388,0.041401273885350316,0.12339819648789749,0.0
21-03,v2_blocking_risk_compact_payload,1,314,Nobel Europe backbone,light,tight,314,first_fit,first_fit,520,Brussels->Frankfurt->Strasbourg->Zurich->Milan->Rome,QPSK,200,201,5,1359.1239999999998,True,0.6,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.8475498626629512,0.04126984126984127,0.12336892052194544,0.0
21-03,v2_blocking_risk_compact_payload,1,315,Nobel Europe backbone,light,tight,315,first_fit,first_fit,351,Frankfurt->Brussels->Paris->Bordeaux->Madrid,QPSK,31,35,4,1586.5750000000003,True,0.85,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,1.0141019562880198,0.04113924050632911,0.12307692307692308,0.0
21-03,v2_blocking_risk_compact_payload,1,316,Nobel Europe backbone,light,tight,316,load_balancing,load_balancing,299,Amsterdam->Brussels,16QAM,299,300,1,191.418,True,0.85,qot_safety:first_fit(high) | fragmentation:load_balancing(high),False,none,,accepted,True,0.9080867817004521,0.04100946372239748,0.12304779933743493,0.0
21-03,v2_blocking_risk_compact_payload,1,317,Nobel Europe backbone,light,tight,317,load_balancing,load_balancing,1393,Glasgow->Amsterdam->Brussels->Paris,QPSK,113,114,3,1131.619,True,0.75,qot_safety:first_fit(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,0.912016616264979,0.040880503144654086,0.12301868937780933,0.0
21-03,v2_blocking_risk_compact_payload,1,318,Nobel Europe backbone,light,tight,318,random,random,843,Amsterdam->Brussels->Paris->Lyon->Barcelona,BPSK,203,204,4,1346.409,True,0.85,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.8939513133171326,0.04075235109717868,0.12298959318826869,0.0
21-03,v2_blocking_risk_compact_payload,1,319,Nobel Europe backbone,light,tight,319,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.04375,0.13120899718837864,0.0
21-03,v2_blocking_risk_compact_payload,1,320,Nobel Europe backbone,light,tight,320,first_fit,first_fit,0,Budapest->Prague->Vienna,8QAM,0,3,2,721.858,True,0.85,qot_safety:random(high) | fragmentation:first_fit(high),False,none,,accepted,True,1.0067208886146546,0.04361370716510903,0.13090229079008883,0.0
21-03,v2_blocking_risk_compact_payload,1,321,Nobel Europe backbone,light,tight,321,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.046583850931677016,0.13895321908290875,0.0
21-03,v2_blocking_risk_compact_payload,1,322,Nobel Europe backbone,light,tight,322,random,random,105,Rome->Milan->Zurich->Strasbourg,8QAM,105,116,3,855.5060000000001,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),False,none,,accepted,True,0.9553192274970935,0.04643962848297214,0.13767783386874713,0.0
21-03,v2_blocking_risk_compact_payload,1,323,Nobel Europe backbone,light,tight,323,random,random,395,Oslo->Stockholm->Warsaw,QPSK,75,79,2,1231.445,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,1.022847862263831,0.046296296296296294,0.13736263736263737,0.0
21-03,v2_blocking_risk_compact_payload,1,324,Nobel Europe backbone,light,tight,324,random,random,2702,Belgrade->Zagreb->Vienna->Munich->Frankfurt->Brussels->Amsterdam->London->Dublin,BPSK,142,146,8,2642.49,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,0.959275752597799,0.046153846153846156,0.1372369624885636,0.0
21-03,v2_blocking_risk_compact_payload,1,325,Nobel Europe backbone,light,tight,325,first_fit,first_fit|load_balancing,12,Budapest->Prague,8QAM,12,23,1,464.975,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),True,none,,accepted,True,1.050228036567569,0.046012269938650305,0.1359927470534905,0.0
21-03,v2_blocking_risk_compact_payload,1,326,Nobel Europe backbone,light,tight,326,random,random,1690,Brussels->Frankfurt->Hamburg->Berlin->Prague->Budapest,BPSK,90,94,5,1651.531,True,0.85,qot_safety:random(high) | fragmentation:first_fit(medium),False,none,,accepted,True,0.9688452084859214,0.045871559633027525,0.1358695652173913,0.0
21-03,v2_blocking_risk_compact_payload,1,327,Nobel Europe backbone,light,tight,327,random,random,550,Rome->Zagreb,8QAM,230,233,1,512.783,True,0.95,qot_safety:random(high) | fragmentation:load_balancing(medium),True,none,,accepted,True,1.042039793948643,0.04573170731707317,0.13556258472661545,0.0
21-03,v2_blocking_risk_compact_payload,1,328,Nobel Europe backbone,light,tight,328,first_fit,first_fit|load_balancing|random,4800,,,-1,-1,0,0.0,False,0.0,,True,single_candidate,,rejected_by_agent,False,-0.15,0.0486322188449848,0.14330497089117777,0.0
21-03,v2_blocking_risk_compact_payload,1,329,Nobel Europe backbone,light,tight,329,first_fit,first_fit|load_balancing,579,Dublin->London->Paris->Strasbourg,QPSK,259,275,3,1203.225,True,0.85,fragmentation:random(high) | qot_safety:random(high),True,none,,accepted,True,1.0455240309114258,0.048484848484848485,0.14203284509542832,0.0
21-03,v2_blocking_risk_compact_payload,1,330,Nobel Europe backbone,light,tight,330,first_fit,first_fit,328,Dublin->London->Paris->Lyon,QPSK,8,10,3,1199.531,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),True,none,,accepted,True,0.9807198743025461,0.04833836858006042,0.1419068736141907,0.0
21-03,v2_blocking_risk_compact_payload,1,331,Nobel Europe backbone,light,tight,331,random,random,1571,Paris->Strasbourg->Frankfurt->Munich->Vienna->Zagreb,QPSK,291,293,5,1560.188,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),False,none,,accepted,True,0.9801009220086659,0.04819277108433735,0.14178112538768275,0.0
21-03,v2_blocking_risk_compact_payload,1,332,Nobel Europe backbone,light,tight,332,random,random,1534,Dublin->London->Paris->Lyon->Zurich->Milan->Rome,QPSK,254,258,6,2268.691,True,0.75,qot_safety:first_fit(high) | fragmentation:random(high),True,none,,accepted,True,1.011405203739802,0.04804804804804805,0.14146772767462423,0.0
21-03,v2_blocking_risk_compact_payload,1,333,Nobel Europe backbone,light,tight,333,load_balancing,load_balancing,3391,Glasgow->Amsterdam->Brussels->Paris->Strasbourg->Zurich->Milan->Rome,QPSK,191,195,7,2374.932,True,0.75,qot_safety:first_fit(high) | fragmentation:load_balancing(high),False,none,,accepted,True,1.0073178748289744,0.04790419161676647,0.141155712395236,0.0
21-03,v2_blocking_risk_compact_payload,1,334,Nobel Europe backbone,light,tight,334,first_fit,first_fit|load_balancing,337,Hamburg->Amsterdam->Brussels->Paris,QPSK,17,18,3,844.9590000000001,True,0.6,qot_safety:random(high) | fragmentation:first_fit(high),True,none,,accepted,True,0.9330395678679149,0.04776119402985075,0.14112458654906285,0.0
21-03,v2_blocking_risk_compact_payload,1,335,Nobel Europe backbone,light,tight,335,first_fit,first_fit,0,Lyon->Zurich,8QAM,0,2,1,355.164,True,0.85,qot_safety:first_fit(high) | fragmentation:random(medium),True,none,,accepted,True,1.0164055168628694,0.047619047619047616,0.14100022031284423,0.0
21-03,v2_blocking_risk_compact_payload,1,336,Nobel Europe backbone,light,tight,336,random,random,1570,Barcelona->Lyon->Paris->Bordeaux,QPSK,290,294,3,1377.405,True,0.6,qot_safety:random(high) | fragmentation:first_fit(medium),True,none,,accepted,True,1.0210584590832392,0.04747774480712166,0.14069026159595516,0.0
